Encrypted_ID,Name_ZH,Name_EN,City_ZH,City_EN,Latitude_GCJ02,Longitude_GCJ02,Label_ZH,Label_EN
805740,金台书院,Jintai Academy,北京市,Beijing City,39.89101639,116.4109581,文化宗教,cultural and religious
805745,通灵大峡谷,Tongling Grand Canyon,百色市,Baise City,23.021016,106.6575254,瀑布;峡谷;地质景观,waterfall;canyon;geological landscape
805746,蛇山,Snake Mountain,武汉市,Wuhan City,30.54456902,114.3030193,山水,landscape
805751,武当山风景区,Wudang Mountain Scenic Area,十堰市,Shiyan City,32.50570605,111.0969976,山川;公园,mountains and rivers;park
805752,圣公石,Shenggongshi,琼海市,Qionghai City,19.15633913,110.5900777,户外;摄影;自助游;观光,outdoor;photography;self-help tour;sightseeing
805753,簋街小吃,Guijie Snacks,北京市,Beijing City,39.94118831,116.4327845,玩乐;摄影;美食,play;photography;delicious food
805758,双塔寺,Twin Towers Temple,太原市,Taiyuan City,37.84486628,112.5926818,寺庙,temple
805759,四方街,Sifang Street,丽江市,Lijiang City,26.87209581,100.2339439,,
805760,西沙海洋博物馆,Xisha Ocean Museum,三沙市,Sansha City,16.83502876,112.3418089,潜水;户外;摄影;观鸟,diving;outdoor;photography;bird watching
805763,海上田园,Haishangtian,深圳市,Shenzhen,22.7299621,113.7754029,水乡,water town
805765,黄仙洞,Huangxian Cave,荆门市,Jingmen City,31.4318955,112.9005356,瀑布;地质景观,waterfall;geological landscape
805766,南诏风情岛,Nanzhao Fengqing Island,大理白族自治州,Dali Bai Autonomous Prefecture,25.90163737,100.1919211,海滨海岛,coastal island
805769,喊萨奘房,Hansa Zangfang,德宏傣族景颇族自治州,Dehong Dai and Jingpo Autonomous Prefecture,24.01287701,97.85175941,,
805771,长白山东北虎林园,Changbai Mountain Northeast Tiger Forest Park,延边朝鲜族自治州,Yanbian Korean Autonomous Prefecture,42.20552407,128.1788669,动植物园;动物园,zoo and botanical garden;zoo
805772,巴音布鲁克草原,Bayinbulak Grassland,巴音郭楞蒙古自治州,Bayingoleng Mongolian Autonomous Prefecture,43.02768779,84.13432537,草原,grassland
805777,龙泉湖,Longquan Lake,成都市,Chengdu City,30.51316342,104.3714318,摄影;赏花;避暑;登山,photography;flower viewing;summer;mountaineering
805780,东升渔村,Dongsheng Fishing Village,惠州市,Huizhou City,22.67798147,114.5270943,,
805784,大鹏半岛,Dapeng Peninsula,深圳市,Shenzhen,22.55030757,114.4788772,玩水;摄影;科技游;自助游,play with water;photography;science and technology tour;self-help tour
805786,潮州滨江长廊,Chaozhou Riverside Corridor,潮州市,Chaozhou City,23.65501228,116.6483951,户外;骑行,outdoor;riding
805789,扎朵瀑布,Zhaduo Waterfall,德宏傣族景颇族自治州,Dehong Dai and Jingpo Autonomous Prefecture,24.13970186,98.04359707,山水,landscape
805790,抱犊崮国家森林公园,Baodugu National Forest Park,枣庄市,Zaozhuang City,34.98820965,117.7250596,公园;森林,park;forest
805795,老君山国家地质公园,Laojun Mountain National Geopark,丽江市,Lijiang City,26.64799969,99.77616529,世界遗产;山川,World Heritage;mountains and rivers
805798,花都香草世界,Huadu Vanilla World,广州市,Guangzhou City,23.4599371,113.2629434,赏花;户外;摄影;博物馆;动植物园;赏花场地,flower viewing;outdoor;photography;museum;zoo and botanical garden;flower viewing venue
805799,千灯古镇,Qiandeng Ancient Town,苏州市,Suzhou City,31.26695546,121.0027513,古镇,ancient town
805800,甘家大院,Ganjiadayuan,南京市,Nanjing City,32.02634729,118.7817055,故居,former residence
805803,亚运会南端点火台,Asian Games South End Ignition Platform,三亚市,Sanya City,18.3079746,109.3746083,城市风光,city scenery
805805,徐州汉画像石馆,Xuzhou Han Stone Relief Museum,徐州市,Xuzhou City,34.24114932,117.1780484,博物馆,museum
805808,象牙山旅游景区,Xiangya Mountain Tourist Scenic Area,铁岭市,Tieling City,42.35271827,124.2466379,山水,landscape
805809,奎文阁,Kuiwen Pavilion,济宁市,Jining City,35.59659316,116.9908301,古建筑,ancient buildings
805822,江陵碑苑,Jiangling Beiyuan,荆州市,Jingzhou City,30.34653272,112.2154337,摄影,photography
805823,理坑,Likeng,上饶市,Shangrao City,29.52650783,117.8295249,古镇,ancient town
805824,前山公园,Qianshan Park,台北市,Taipei City,25.150669,121.547629,公园,park
805825,鲁国故城,Ancient City of Lu State,济宁市,Jining City,35.60369172,117.0052255,古建筑,ancient buildings
805827,长沙摩天轮,Changsha Ferris Wheel,长沙市,Changsha City,28.17879256,112.985683,本地;7月;8月;11月;12月;9月;1月;5月;4月;6月;3月;尝鲜;1月;2月;周边;必游景点;溜娃儿;越夜越美;秋游;景点门票;游乐场;本地玩乐;城市好玩;摩天轮;休闲玩乐;情侣,local;July;August;November;December;September;January;May;April;June;March;early adopters;January;February;surrounding;must-see attractions;kid-sitting;the night becomes more and more beautiful;autumn tour;attraction tickets;playground;local play;city fun;ferris wheel;leisure and play;couples
805830,徐家山国家森林公园,Xujiashan National Forest Park,兰州市,Lan'Zhou City,36.08968609,103.8510415,户外;赏花,outdoor;flower viewing
805832,海州露天矿国家矿山公园,Haizhou Open Pit Mine National Mine Park,阜新市,Fuxin City,42.00476801,121.6851598,,
805833,燕子山公园,Yanzi Mountain Park,阿克苏地区,Aksu Prefecture,41.2146787,79.22085056,山川;周边度假;土著最爱;自然风光;周末玩乐;景点门票,mountains and rivers;surrounding resort;indigenous favorites;natural scenery;fun weekend;attraction tickets
805836,中国古动物馆,China Ancient Zoological Museum,北京市,Beijing City,39.93751016,116.3339728,展览馆,exhibition hall
805839,许世友将军故里,Hometown of General Xu Shiyou,信阳市,Xinyang City,31.48432827,114.9942915,,
805843,绛守居园池,Jiangshouju Gardens and Ponds,运城市,Yuncheng City,35.61358241,111.2181199,历史遗迹;古迹,historical sites;monuments
805844,扎滚鲁克古墓群,Zhagunluk Ancient Tombs,巴音郭楞蒙古自治州,Bayingoleng Mongolian Autonomous Prefecture,38.09888845,85.45122282,摄影;观光,photography;sightseeing
805847,太平天国侍王府,Taiping Rebellion's Palace,金华市,Jinhua City,29.10213845,119.6647982,古建筑,ancient buildings
805848,黄河壶口瀑布风景名胜区,Yellow River Hukou Waterfall Scenic Area,延安市,Yan'an City,36.14578638,110.4488383,瀑布,waterfall
805849,南诏文化城,Nanzhao Cultural City,大理白族自治州,Dali Bai Autonomous Prefecture,25.68222967,100.1622036,摄影;观光;玩乐,photography;sightseeing;play
805850,蔡和森纪念馆,Cai Hesen Memorial Hall,娄底市,Loudi City,27.45634877,112.2052217,展览馆,exhibition hall
805852,漱珠岗,Shuzhugang,广州市,Guangzhou City,23.08503464,113.2934789,自驾游,self-driving tour
805854,银台第官宅博物馆,Yintai Diguanzhai Museum,宁波市,Ningbo City,29.87065319,121.5411344,观光;摄影,sightseeing;photography
805858,南关清真寺,Nanguan Mosque,临夏回族自治州,Linxia Hui Autonomous Prefecture,35.5943781,103.2130859,进香,pilgrimage
805859,松兰山海滨浴场,Songlan Mountain Seaside Bath,宁波市,Ningbo City,29.42759865,121.9487609,,
805860,殷墟,Yin Ruins,安阳市,Anyang City,36.12248155,114.3249507,世界遗产;遗址,World Heritage;historic site
805861,基辅号航空母舰,Uss Kiev,天津市,Tianjin City,39.15754251,117.8132672,,
805863,仙霞森林公园,Xianxia Forest Park,衢州市,Quzhou City,28.31076341,118.6643443,,
805865,玉涵堂,Yuhantang,苏州市,Suzhou City,31.31783895,120.6007796,古建筑,ancient buildings
805866,白龙堆雅丹,Bailongdui Yadan,巴音郭楞蒙古自治州,Bayingoleng Mongolian Autonomous Prefecture,40.57223698,91.29638671,摄影;观光,photography;sightseeing
805867,云南民族村,Yunnan Ethnic Village,昆明市,Kunming City,24.96737727,102.6665286,大象;歌舞;民俗;美食;商业街;村落;小吃;体验,elephant;song and dance;folk;delicious food;commercial street;villages;snack;experience
805868,褒斜栈道,Baoxie Plank Road,汉中市,Hanzhong City,33.21967471,106.9644412,摄影,photography
805874,铁铃关,Tielingguan,苏州市,Suzhou City,31.31077412,120.5671735,其他观光场地,other sightseeing venues
805875,清澜港,Qingyi Port,文昌市,Wenchang City,19.54944044,110.8317145,码头,wharf
805876,元帅府与杜文秀墓,Marshal's Mansion and Du Wenxiu's Tomb,大理白族自治州,Dali Bai Autonomous Prefecture,25.6824121,100.204025,摄影;观光,photography;sightseeing
805879,天主教堂,Catholic Church,宁波市,Ningbo City,29.8679801,121.5536397,教堂,church
805880,双溪公园,Shuangxi Park,台北市,Taipei City,25.098365,121.536209,公园,park
805882,石湾公园,Shiwan Park,佛山市,Foshan City,23.00643504,113.0828598,公园乐园;城市公园,park paradise;city park
805883,莲花湖公园,Lianhua Lake Park,哈尔滨市,Harbin City,45.81204925,128.7564843,公园,park
805884,七星湖沙漠生态旅游区,Qixing Lake Desert Ecological Tourism Area,鄂尔多斯市,Ordos City,40.70055599,108.34743,草原;地质景观;沙漠,grassland;geological landscape;desert
805886,玉蟾山,Yuchan Mountain,泸州市,Luzhou City,29.25611627,105.3586144,山水;风景名胜,landscape;scenic
805893,仓姑寺,Canggu Temple,拉萨市,Lhasa City,29.64798575,91.13600842,寺庙;品茶/喝茶;寺庙;访古,temple;tasting tea/drinking tea;temple;antique
805901,白水河,Baishui River,丽江市,Lijiang City,27.12635127,100.2422364,山水;风景名胜,landscape;scenic
805904,苏巴什古城,Ancient City of Subashi,阿克苏地区,Aksu Prefecture,41.85724448,83.05029982,摄影;观光,photography;sightseeing
805914,扁鹊墓,Bian Que Tomb,西安市,Xi'an City,34.41193479,109.3372475,,
805915,通菜街,Tung Choi Street,香港特别行政区,Hong Kong Special Administrative Region,22.318326,114.1751676,城市风光,city scenery
805917,曹娥庙,Cao'E Temple,绍兴市,Shaoxing City,29.99427117,120.8705088,城市标志建筑,urban landmark building
805923,天梯山石窟,Tiantishan Grottoes,武威市,Wuwei City,37.56185046,102.7449062,自驾游,self-driving tour
805928,溱湖国家湿地公园,Qinhu National Wetland Park,泰州市,Taizhou City,32.62304785,120.0945666,江河湖泊;公园,rivers and lakes;park
805929,丰林自然保护区,Fenglin Nature Reserve,伊春市,Yichun City,48.1331432,129.1951697,自然风光;自然保护区;森林,natural scenery;nature reserve;forest
805931,南薰楼,Nanxunlou,银川市,Yinchuan,38.45817295,106.2833614,,
805932,赵杲观,Zhao Gaoguan,忻州市,Xinzhou City,38.95725695,112.9071958,寺庙,temple
805935,当惹雍错,The Dangra Yum,那曲市,Nagqu City,30.90775958,86.53025098,山水;风景名胜;赏花;文化宗教,landscape;scenic;flower viewing;cultural and religious
805938,青龙洞,Qinglongdong,黔东南苗族侗族自治州,Qiandongnan Miao and Dong Autonomous Prefecture,27.04964913,108.4333829,古建筑,ancient buildings
805943,上海儿童博物馆,Shanghai Children's Museum,上海市,Shanghai City,31.19372866,121.4131343,博物馆,museum
805945,嘎学岩画,Gaxue Rock Painting,昌都市,Changdu City,30.05911937,96.82152048,骑行;摄影,riding;photography
805951,老屋场,Laowuchang,张家界市,Zhangjiajie City,29.28197902,110.4411506,赏叶;摄影;户外;赏花,foliage;photography;outdoor;flower viewing
805953,鸡鸣寺,Jiming Temple,南京市,Nanjing City,32.06028572,118.7957572,赏花;美食;寺院;古城墙;香客;樱花;雪景;佛塔;外景地,flower viewing;delicious food;monastery;ancient city wall;pilgrims;cherry blossoms;snow scene;stupa;locations
805954,巽寮湾,Xunliao Bay,惠州市,Huizhou City,22.62397068,114.7363191,海景;沙滩;水上项目;美食;表演;天后宫,sea view;beach;water projects;delicious food;performance;tianhou palace
805956,渥洼池,Wuwa Pool,酒泉市,Jiuquan City,39.87446824,94.11918268,,
805958,星海音乐厅,Xinghai Concert Hall,广州市,Guangzhou City,23.10748513,113.3054174,演出场地;演出,performance venue;performance
805960,大佛寺,Dafosi,西宁市,Xining City,36.62193296,101.7796463,寺庙,temple
805968,鲁迅公园,Lu Xun Park,上海市,Shanghai City,31.27183413,121.4832292,公园;文化宗教,park;cultural and religious
805970,干龙池,Ganlongchi,成都市,Chengdu City,31.09091012,103.6427917,其他观光场地,other sightseeing venues
805971,圣堂山,Shengtang Mountain,来宾市,Laibin City,23.97275679,110.1194645,山川,mountains and rivers
805975,五女峰,Wunvfeng,通化市,Tonghua City,41.20826704,126.2733329,公园,park
805978,龙峪湾,Longyuwan,洛阳市,Luoyang City,33.7067406,111.7659595,瀑布;公园,waterfall;park
805981,贵州森林野生动物园,Guizhou Forest Wildlife Park,贵阳市,Guiyang City,26.86501717,106.6951186,森林,forest
805982,红星火山地质公园,Hongxing Volcano Geopark,伊春市,Yichun City,48.23836776,129.3922452,摄影,photography
805984,北京凤凰岭景区,Beijing Phoenix Ridge Scenic Area,北京市,Beijing City,40.10442562,116.0971302,山川,mountains and rivers
805985,孤山,Gushan,泰州市,Taizhou City,32.06311981,120.3051013,摄影;骑行;赏花;划船,photography;riding;flower viewing;boating
805988,贡觉林卡,Gongjue Linka,日喀则市,Shigatse City,29.27624589,88.89442371,公园,park
805993,拙政园,Zhuozhengyuan,苏州市,Suzhou City,31.32437217,120.6290126,园林;荷花;水乡;亭台楼阁;石桥;文物;长廊;中国四大名园之首;世界文化遗产,garden;lotus;water town;pavilions;stone bridge;cultural relics;promenade;top of the four famous gardens in China;World Cultural Heritage
805996,银雀山汉墓竹简博物馆,Yinque Mountain Han Tomb Bamboo Slips Museum,临沂市,Linyi City,35.05492812,118.3470255,博物馆,museum
805997,天宁寺,Tianning Temple,金华市,Jinhua City,28.86641857,119.4841845,寺庙,temple
805999,玉山古茶场,Yushan Ancient Tea Farm,金华市,Jinhua City,29.20539028,120.6789239,名胜古迹,places of interest
806000,中山纪念堂,Zhongshan Memorial Hall,广州市,Guangzhou City,23.13338757,113.2647954,展览馆,exhibition hall
806001,杭州南宋官窑博物馆,Hangzhou Southern Song Official Kiln Museum,杭州市,Hangzhou City,30.20905726,120.1544172,遗址;博物馆,historic site;museum
806002,金湖广场,Golden Lake Plaza,南宁市,NanNing City,22.81227863,108.3696937,音乐喷泉;旋转水池,music fountain;rotating pool
806004,科尔沁珍禽自然保护区,Horqin Rare Birds Nature Reserve,兴安盟,Xing'an League,45.09977034,121.4376444,赏花;摄影;赏叶,flower viewing;photography;foliage
806012,仙叠岩,Xiandieyan,温州市,Wenzhou City,27.81760246,121.1652135,地质景观;海滨海岛,geological landscape;coastal island
806013,黄河三峡,Yellow River Three Gorges,临夏回族自治州,Linxia Hui Autonomous Prefecture,35.94030466,103.31505,地质景观,geological landscape
806014,上海鲜花港,Shanghai Flower Port,上海市,Shanghai City,30.94641079,121.9015762,赏花;郁金香;雕塑;风车;雏菊;黑法师,flower viewing;tulip;sculpture;windmill;daisies;blackwizard
806017,万泉河峡谷景区,Wanquan River Canyon Scenic Area,琼海市,Qionghai City,19.00805343,110.2318992,漂流;休闲玩乐;峡谷;瀑布;尝鲜;周边度假;城市好玩;3月;6月;4月;周边;1月;9月;12月;11月;7月;1月;秋游;8月;必游景点;本地玩乐;周末玩乐;景点门票;5月;2月;踏青赏花,drifting;leisure and play;canyon;waterfall;early adopters;surrounding resort;city fun;March;June;April;surrounding;January;September;December;November;July;January;autumn tour;August;must-see attractions;local play;fun weekend;attraction tickets;May;February;enjoy the flowers
806018,蛟河红叶谷,Jiaohe Hongye Valley,吉林市,Jilin City,43.65619702,127.0945927,,
806020,古北口卧虎山长城,Gubeikou Wohu Mountain Great Wall,北京市,Beijing City,40.69723903,117.1355897,山水;风景名胜,landscape;scenic
806024,十笏园,Shiwu Garden,潍坊市,Weifang City,36.71537455,119.1048287,公园,park
806027,洪秀全故居,Former Residence of Hong Xiuquan,广州市,Guangzhou City,23.41603262,113.1720383,故居,former residence
806028,箬寮原始林,Ruoliao Primeval Forest,丽水市,Lishui City,28.29906404,119.2956668,森林,forest
806031,北山石塔,Beishan Shita,阳江市,Yangjiang City,21.8554439,111.9612043,文化宗教,cultural and religious
806034,青海藏文化博物院,Qinghai Tibetan Culture Museum,西宁市,Xining City,36.68935275,101.7479011,博物馆,museum
806035,太公岛,Taigong Island,日照市,Rizhao City,35.4419909,119.5632565,海滨海岛,coastal island
806036,北岳庙,Beiyue Temple,保定市,Baoding City,38.61976341,114.6969481,遗址;寺庙,historic site;temple
806037,三皇寨,Sanhuangzhai,郑州市,Zhengzhou City,34.4641758,112.9276012,寺庙;地质景观,temple;geological landscape
806043,陈云纪念馆,Chen Yun Memorial Hall,上海市,Shanghai City,31.00779172,121.0448223,故居,former residence
806045,大花角,Dahuajiao,万宁市,Wanning City,18.78849388,110.5430334,,
806047,北大湖滑雪度假区,Beidahu Ski Resort,吉林市,Jilin City,43.42109785,126.6287567,滑雪场;滑雪,ski resort;ski
806048,文君井,Wenjunjing,成都市,Chengdu City,30.41023095,103.4621763,,
806049,龙颈河漂流,Longjing River Drifting,桂林市,Guilin City,24.94835681,110.5862199,漂流;玩水;划船;避暑,drifting;play with water;boating;summer
806051,烟水亭,Yanshuiting,九江市,Jiujiang City,29.72178767,115.9864305,古建筑,ancient buildings
806052,华西金塔,Huaxi Jinta,无锡市,Wuxi City,31.83306477,120.4339778,古建筑,ancient buildings
806058,雷台汉墓,Leitai Han Tomb,武威市,Wuwei City,37.94218457,102.6379602,陵墓陵园,mausoleum cemetery
806062,皇家海洋乐园,Royal Ocean Park,抚顺市,Fushun City,41.8670933,123.7413217,主题乐园,theme park
806063,北大荒博物馆,Beidahuang Museum,哈尔滨市,Harbin City,45.73505454,126.6932378,文化参观;摄影;教育意义,cultural visits;photography;educational significance
806064,喀拉库勒湖,Karakul Lake,克孜勒苏柯尔克孜自治州,Kizilsu Kirgiz Autonomous Prefecture,38.43886259,75.06102961,山水;风景名胜,landscape;scenic
806066,九峰公园,Jiufeng Park,台州市,Taizhou City,28.64015451,121.2792911,公园;风景名胜,park;scenic
806069,天成台度假村,Tianchengtai Resort,湛江市,Zhanjiang City,20.55787392,109.8358805,风景名胜;休闲娱乐;度假村,scenic;leisure and entertainment;resort
806072,天柱山,Tianzhu Mountain,安康市,Ankang City,32.60684122,108.9119486,山水,landscape
806074,田横山文化公园,Tianheng Mountain Cultural Park,烟台市,Yantai City,37.83092219,120.748116,,
806075,朱梅墓园,Zhumei Cemetery,葫芦岛市,Huludao City,40.06363961,119.8265641,,
806081,管仲纪念馆,Guanzhong Memorial Hall,淄博市,Zibo City,36.78875835,118.3525064,展览馆,exhibition hall
806083,勐远仙境,Mengyuan Fairyland,西双版纳傣族自治州,Xishuangbanna Dai Autonomous Prefecture,21.71041475,101.3828518,溶洞;地质景观,karst cave;geological landscape
806086,虎溪岩,Huxiyan,厦门市,Xiamen City,24.44970545,118.0913623,观光;摄影,sightseeing;photography
806087,北京国际雕塑公园,Beijing International Sculpture Park,北京市,Beijing City,39.90567393,116.2392377,公园;休闲娱乐;文化宗教,park;leisure and entertainment;cultural and religious
806088,彭州龙门山地震遗址公园,Pengzhou Longmenshan Earthquake Relics Park,成都市,Chengdu City,30.63647247,104.0496106,遗址,historic site
806090,畲族风情村,She Ethnic Style Village,广州市,Guangzhou City,23.31101837,113.9823274,庙会;美食;自助游;自驾游,temple fair;delicious food;self-help tour;self-driving tour
806096,西南联大文法学院旧址,Former Site of the College of Grammar of Southwest Associated University,红河哈尼族彝族自治州,Honghe Hani and Yi Autonomous Prefecture,23.36651717,103.3880036,遗址,historic site
806099,北戴河集发梦想王国,Beidaihe Jifa Dream Kingdom,秦皇岛市,Qinhuangdao City,39.82036744,119.4183036,休闲娱乐;采摘;采摘园,leisure and entertainment;picking;picking garden
806101,百泉山,Baiquan Mountain,北京市,Beijing City,40.49410038,116.6617014,山川,mountains and rivers
806105,古井酒文化博览园,Gujingjiu Culture Expo Park,亳州市,Bozhou City,33.99133487,115.6696504,,
806107,护国岭窑址,Huguoling Kiln Site,温州市,Wenzhou City,27.99410411,120.636113,摄影;观光,photography;sightseeing
806110,唐城遗址博物馆,Tangcheng Ruins Museum,扬州市,Yangzhou City,32.4210913,119.4179535,遗址,historic site
806112,大相国寺,Daxiangguo Temple,开封市,Kaifeng City,34.79090078,114.3545793,寺庙,temple
806114,国家牡丹园,National Peony Garden,洛阳市,Luoyang City,34.70756628,112.3992351,赏花场地;赏花;牡丹花卉,flower viewing venue;flower viewing;peony flower
806115,绵山景区,Mianshan Scenic Area,晋中市,Jinzhong City,36.88475397,111.9492094,山川,mountains and rivers
806124,仙岛湖风景区,Xiandao Lake Scenic Area,黄石市,Huangshi City,29.79517414,114.8488919,必游景点;3月;尝鲜;本地;11月;12月;9月;1月;2月;4月;8月;7月;景点门票;周末玩乐;自然风光;周边;土著最爱;周边度假;秋游;国庆节;1月;6月;暑假;5月;中秋节;劳动节;江河湖泊,must-see attractions;March;early adopters;local;November;December;September;January;February;April;August;July;attraction tickets;fun weekend;natural scenery;surrounding;indigenous favorites;surrounding resort;autumn tour;National Day;January;June;summer vacation;May;Mid-Autumn Festival;Labor Day;rivers and lakes
806127,镇江南郊风景区,Zhenjiang Southern Suburb Scenic Area,镇江市,Zhenjiang City,32.17243478,119.448296,户外;进香;赏叶,outdoor;pilgrimage;foliage
806136,梧州市博物馆,Wuzhou City Museum,梧州市,Wuzhou City,23.47645374,111.3150477,博物馆,museum
806137,成都乌木艺术博物馆,Chengdu Ebony Art Museum,成都市,Chengdu City,30.66879235,103.9484018,博物馆,museum
806138,南京总统府,Nanjing Presidential Palace,南京市,Nanjing City,32.04414659,118.797272,总统府;园林;宫殿;文物;展馆;遗迹;纪念品;博物馆;太平天国,presidential palace;garden;palace;cultural relics;exhibition hall;ruins;souvenirs;museum;taiping heavenly kingdom
806139,正觉寺,Zhengjue Temple,延边朝鲜族自治州,Yanbian Korean Autonomous Prefecture,43.31954896,128.2483899,摄影,photography
806141,西岛,West Island,三亚市,Sanya City,18.28768282,109.3686664,沙滩;码头;礁石;椰林;海景;水上项目;潜水;海鲜;海水浴场;珊瑚,beach;wharf;reef;coconut grove;sea view;water projects;diving;seafood;bathing beach;coral
806143,湖州放生池,Huzhou Fangsheng Pond,湖州市,Huzhou City,30.86511997,120.1044143,,
806144,乌山,Dark Mountain,福州市,Fuzhou City,26.07504111,119.2942683,浮雕佛像;摄影;观景,embossed buddha statue;photography;viewing
806145,多拉神山,Dora Mountain,昌都市,Changdu City,30.06157047,96.95869241,山水,landscape
806150,北京大观园,Beijing Grand View Garden,北京市,Beijing City,39.87148859,116.3564014,公园,park
806151,八岭山,Baling Mountain,荆州市,Jingzhou City,30.45173941,112.1167209,自驾游;户外;赏花;摄影,self-driving tour;outdoor;flower viewing;photography
806152,龙潭公园,Longtan Park,北京市,Beijing City,39.87951241,116.4403192,公园;赏花;休闲娱乐,park;flower viewing;leisure and entertainment
806155,巴里坤古城,Balikun Ancient City,哈密市,Hami City,43.59705519,93.01153779,古建筑,ancient buildings
806156,北极阁,Arctic Pavilion,南京市,Nanjing City,32.05879766,118.7935712,古建筑,ancient buildings
806158,青岛国际啤酒城,Qingdao International Beer City,青岛市,Qingdao City,36.09438125,120.4659716,公园乐园;主题公园,park paradise;theme park
806162,铁煤蒸汽机车博物馆,Iron Coal Steam Locomotive Museum,铁岭市,Tieling City,42.44934564,123.6011398,博物馆,museum
806164,林则徐纪念馆,Lin Zexu Memorial Hall,伊犁哈萨克自治州,Yili Kazakh Autonomous Prefecture,43.93973806,81.27602114,展览馆,exhibition hall
806167,西樵山风景名胜区,Xiqiao Mountain Scenic Spot,佛山市,Foshan City,22.92672632,112.9775722,山川;瀑布,mountains and rivers;waterfall
806168,淀山湖风景区,Dianshan Lake Scenic Area,上海市,Shanghai City,31.115316,120.9553449,风景名胜,scenic
806175,绥远城将军衙署,Suiyuan City General Yamen Office,呼和浩特市,Hohhot City,40.82482153,111.7021709,古建筑,ancient buildings
806177,成都南郊公园,Chengdu Nanjiao Park,成都市,Chengdu City,30.64417581,104.0498056,公园;休闲娱乐,park;leisure and entertainment
806179,湖心岛,Lake Heart Island,岳阳市,Yueyang City,29.46335466,113.644517,摄影;赏花;赏叶;山水游,photography;flower viewing;foliage;landscape tour
806180,放鸡岛,Fangji Island,茂名市,Maoming City,21.37988778,111.1878591,海滨海岛,coastal island
806182,延福寺,Yanfu Temple,金华市,Jinhua City,28.78371846,120.0388072,寺庙,temple
806186,成都永陵,"Yongling, Chengdu",成都市,Chengdu City,30.67446866,104.0471634,陵墓陵园,mausoleum cemetery
806189,三关口明长城,Sanguankou Ming Great Wall,银川市,Yinchuan,38.44265195,106.1165969,遗址,historic site
806190,凤凰山国家森林公园,Fenghuang Mountain National Forest Park,遵义市,Zunyi City,27.69914099,106.9257943,山水,landscape
806191,桂林乐满地主题乐园,Guilin Le Mandi Theme Park,桂林市,Guilin City,25.58675787,110.6770263,,
806201,南澳旅游海滨中心,Nan'Ao Tourism Seaside Center,深圳市,Shenzhen,22.5491866,114.4793952,其他观光场地;玩乐;生活休闲;本地玩乐;城市好玩,other sightseeing venues;play;life leisure;local play;city fun
806202,索溪峪,Suoxiyu,张家界市,Zhangjiajie City,29.34689195,110.5616259,赏叶;摄影;户外;赏花,foliage;photography;outdoor;flower viewing
806204,狮子楼旅游区,Shizilou Tourist Area,聊城市,Liaocheng City,36.11240892,115.7820658,摄影,photography
806206,龙王山,Longwangshan,湖州市,Huzhou City,30.43234096,119.3935896,山川,mountains and rivers
806207,尖东海滨,East China Coast,香港特别行政区,Hong Kong Special Administrative Region,22.295283,114.174548,海滨海岛,coastal island
806208,青龙寺,Qinglong Temple,西安市,Xi'an City,34.23258028,108.9885658,寺庙,temple
806211,恒山,Hengshan,大同市,Datong City,39.67291801,113.7328058,山川,mountains and rivers
806213,小长山岛,Xiaochangshan Island,大连市,Dalian City,39.23657322,122.6892096,休闲;玩水;避暑,leisure;play with water;summer
806214,朱德旧居,Zhu De's Former Residence,南昌市,Nanchang City,28.68209001,115.8994126,故居,former residence
806216,古龙山峡谷群风景区,Gulongshan Canyon Group Scenic Area,百色市,Baise City,23.00744778,106.6626422,公园;地质景观,park;geological landscape
806217,环翠楼公园,Huancuilou Park,威海市,Weihai City,37.50473976,122.1150634,公园;休闲娱乐,park;leisure and entertainment
806218,凉城岱海,Liangchengdaihai,乌兰察布市,Ulanqab City,40.60932066,112.6658307,山水;风景名胜,landscape;scenic
806226,鉴湖,Jianhu,绍兴市,Shaoxing City,29.97905234,120.5816342,摄影;划船,photography;boating
806228,元宝山,Yuanbaoshan,柳州市,Liuzhou City,25.38919336,109.1678769,动植物园;山水;风景名胜,zoo and botanical garden;landscape;scenic
806230,黑河森林公园,Heihe Forest Park,张掖市,Zhangye City,38.94097114,100.5759772,公园,park
806232,平遥文庙,Pingyao Confucian Temple,晋中市,Jinzhong City,37.20210024,112.1902037,古迹游;进香;自助游;自驾游,historic site tour;pilgrimage;self-help tour;self-driving tour
806236,九峰山,Jiufengshan,南平市,Nanping City,26.62845295,118.1855917,山水,landscape
806237,亚龙湾,Yalong Bay,三亚市,Sanya City,18.23006869,109.6480655,沙滩;海景;水上项目;潜水;《非诚勿扰2》拍摄地;酒店;亲子,"beach;sea view;water projects;diving;the location where ""If You Are The One Ⅱ"" was filmed;hotel;parent-child"
806240,灵秀山庄,Lingxiushanzhuang,衡水市,Hengshui City,37.55771717,115.5723374,风景名胜,scenic
806241,农科奇观,Wonders of Agriculture,珠海市,Zhuhai City,22.29563264,113.5150051,,
806242,北禅寺,Beichan Temple,西宁市,Xining City,36.64237064,101.783573,寺庙,temple
806246,大亚湾,Daya Bay,惠州市,Huizhou City,22.71916491,114.5381097,户外拓展;休闲玩乐;周边度假;本地玩乐;城市好玩;景点门票,outdoor development;leisure and play;surrounding resort;local play;city fun;attraction tickets
806254,万华岩,Wanhuayan,郴州市,Chenzhou City,25.69816081,112.9366104,公园;地质景观,park;geological landscape
